CustomerID,Road250_Flag,Total_Spend,Total_Qty,Online_Shopper,gender,HomeOwnerFlag,MaritalStatus,NumberCarsOwned,TotalChildren,Tenure,Age,age_band,Spend_Percentile,Qty_Percentile
13371,0,71.97,2,1,1,0,S,3,0,11,47,41-50,4,3
15820,0,71.97,2,1,1,1,S,0,0,11,44,41-50,4,3
13368,0,71.97,2,1,0,1,M,2,2,10,57,81+,4,3
22949,0,71.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
13863,0,71.97,2,1,1,1,M,0,1,12,59,81+,4,3
13335,0,71.97,2,1,1,1,M,2,2,10,73,71-80,4,3
13195,0,71.97,2,1,1,0,S,1,0,11,54,81+,4,3
22107,0,71.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
12744,0,71.97,2,1,0,1,M,0,2,10,66,61-70,4,3
13193,0,71.97,2,1,1,1,M,2,2,11,64,61-70,4,3
13166,0,71.97,2,1,1,1,M,1,2,10,63,61-70,4,3
13098,0,71.97,2,1,1,0,M,3,5,11,54,81+,4,3
13375,0,71.97,2,1,1,1,M,3,2,12,62,61-70,4,3
14076,0,71.97,2,1,0,0,S,1,2,13,72,71-80,4,3
13914,0,71.97,2,1,0,1,M,2,1,11,52,81+,4,3
14872,0,71.97,2,1,1,0,M,4,0,10,43,41-50,4,3
13306,0,71.97,2,1,1,1,M,4,5,10,49,41-50,4,3
13750,0,71.97,2,1,0,1,M,2,2,12,58,81+,4,3
14243,0,71.97,2,1,1,1,M,0,3,10,51,81+,4,3
12977,0,71.97,2,1,0,1,M,0,1,11,49,41-50,4,3
14376,0,71.97,2,1,0,0,S,2,2,11,68,61-70,4,3
14246,0,71.97,2,1,1,1,S,2,0,10,39,31-40,4,3
13363,0,71.97,2,1,1,0,S,1,0,10,36,31-40,4,3
13739,0,71.97,2,1,0,0,M,1,2,10,49,41-50,4,3
19826,0,71.97,2,1,0,1,M,2,2,11,63,61-70,4,3
13381,0,71.97,2,1,1,0,M,1,2,11,55,81+,4,3
12905,0,71.97,2,1,1,1,M,1,1,13,53,81+,4,3
13347,0,71.97,2,1,1,0,S,1,1,10,60,81+,4,3
12528,0,71.97,2,1,1,0,S,0,1,11,46,41-50,4,3
14273,0,71.97,2,1,1,1,S,2,0,10,39,31-40,4,3
14251,0,71.97,2,1,1,1,S,0,1,11,52,81+,4,3
15049,0,71.97,2,1,0,0,S,2,0,10,43,41-50,4,3
13469,0,71.97,2,1,1,1,M,4,2,11,72,71-80,4,3
13227,0,71.97,2,1,1,1,M,0,1,10,44,41-50,4,3
20300,0,71.97,2,1,0,0,S,4,3,10,50,41-50,4,3
14166,0,71.97,2,1,1,0,S,2,4,11,98,81+,4,3
12796,0,71.97,2,1,0,1,M,2,1,11,47,41-50,4,3
20492,0,71.97,2,1,1,1,M,0,1,10,72,71-80,4,3
18145,0,71.97,2,1,1,1,M,1,2,12,57,81+,4,3
14152,0,71.97,2,1,1,0,M,2,4,11,68,61-70,4,3
12909,0,71.97,2,1,1,0,M,3,5,12,67,61-70,4,3
12890,0,71.97,2,1,1,1,M,0,4,11,36,31-40,4,3
12519,0,71.48,2,1,0,1,M,0,1,11,45,41-50,4,3
11949,0,69.99,2,1,1,1,S,2,2,12,58,81+,4,3
11836,0,69.99,2,1,1,1,M,0,1,11,52,81+,4,3
12743,0,69.99,2,1,1,1,S,0,2,12,44,41-50,4,3
11871,0,69.99,2,1,0,0,M,0,3,11,57,81+,4,3
12493,0,69.99,2,1,1,1,S,2,2,12,58,81+,4,3
24627,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
15633,0,68.49,2,1,1,0,S,2,0,11,37,31-40,3,3
21837,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
20958,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
18359,0,68.49,2,1,1,0,M,3,2,10,78,71-80,3,3
23948,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
14536,0,68.49,2,1,1,1,M,1,1,10,44,41-50,3,3
20981,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
16986,0,68.49,2,1,1,1,S,2,4,11,36,31-40,3,3
25125,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
29213,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
15286,0,68.49,2,1,1,1,M,1,1,11,41,41-50,3,3
20098,0,68.49,2,1,1,1,S,0,0,11,37,31-40,3,3
15958,0,68.49,2,1,1,0,S,4,0,10,44,41-50,3,3
24322,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
19641,0,68.49,2,1,0,1,M,1,1,10,41,41-50,3,3
28348,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
20309,0,68.49,2,1,1,1,M,3,0,10,43,41-50,3,3
22388,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
18454,0,68.49,2,1,1,1,S,4,4,12,51,81+,3,3
17172,0,68.49,2,1,1,0,S,0,0,12,34,31-40,3,3
17394,0,68.49,2,1,0,1,M,0,0,13,36,31-40,3,3
20500,0,68.49,2,1,1,0,M,3,0,11,41,41-50,3,3
17367,0,68.49,2,1,1,0,M,2,0,10,37,31-40,3,3
18094,0,68.49,2,1,1,0,M,3,5,10,54,81+,3,3
17466,0,68.49,2,1,1,0,S,4,3,11,51,81+,3,3
17682,0,68.49,2,1,0,1,M,0,1,10,51,81+,3,3
25070,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
27042,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
16044,0,68.49,2,1,1,0,M,2,2,10,76,71-80,3,3
27196,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
23803,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
24073,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25101,0,68.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
18071,0,68.49,2,1,1,1,M,0,0,11,34,31-40,3,3
28570,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
27168,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26906,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
29075,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
20925,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
27219,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
27728,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
24531,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
29074,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26409,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
20918,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
22551,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
23956,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25304,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
29164,0,67.49,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
28384,0,67.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
23797,0,67.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25182,0,67.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
24450,0,67.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25293,0,67.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
12393,0,74.48,2,1,0,1,S,0,2,11,42,41-50,4,3
19191,0,74.98,2,1,0,1,M,0,1,10,39,31-40,4,3
14228,0,74.98,2,1,0,1,S,2,4,10,51,81+,4,3
11371,0,74.98,2,1,1,1,M,2,4,10,50,41-50,4,3
29036,0,74.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20801,0,74.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
17301,0,74.98,2,1,1,1,S,1,1,10,48,41-50,4,3
17081,0,74.98,2,1,0,0,S,2,0,13,39,31-40,4,3
28632,0,74.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20559,0,74.98,2,1,0,1,M,3,5,11,47,41-50,4,3
19470,0,74.98,2,1,0,1,M,0,1,10,41,41-50,4,3
28977,0,74.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
14072,0,74.98,2,1,0,1,S,0,5,10,45,41-50,4,3
26879,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
25300,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
27751,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
24862,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28055,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
25772,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
22527,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
24861,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
27659,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
12294,0,75.48,2,1,0,0,S,2,3,11,58,81+,4,3
22424,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
25792,0,75.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20255,0,75.48,2,1,1,0,S,1,0,12,34,31-40,4,3
13465,0,75.97,2,1,1,0,M,2,2,11,57,81+,4,3
13479,0,75.97,2,1,1,1,S,3,2,11,62,61-70,4,3
19662,0,75.97,2,1,0,1,M,2,0,11,41,41-50,4,3
13445,0,75.97,2,1,0,0,S,1,0,12,48,41-50,4,3
18138,0,75.97,2,1,1,1,S,1,2,12,46,41-50,4,3
14373,0,75.97,2,1,0,0,M,2,0,10,42,41-50,4,3
21981,0,75.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
12937,0,75.97,2,1,0,0,S,1,0,11,37,31-40,4,3
12822,0,75.97,2,1,1,1,S,2,0,11,37,31-40,4,3
21904,0,75.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
13476,0,75.97,2,1,1,1,M,0,2,10,44,41-50,4,3
23528,0,75.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
13054,0,75.97,2,1,0,1,M,0,1,12,42,41-50,4,3
22947,0,75.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
12845,0,75.97,2,1,1,1,M,4,2,12,75,71-80,4,3
14828,0,75.97,2,1,1,0,M,1,2,11,57,81+,4,3
15824,0,75.97,2,1,1,1,M,1,1,10,88,81+,4,3
13699,0,75.97,2,1,1,1,M,0,1,10,52,81+,4,3
14229,0,74.98,2,1,1,1,S,0,0,11,48,41-50,4,3
12792,0,76.97,2,1,0,1,S,2,5,11,72,71-80,4,3
21464,0,76.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18152,0,76.97,2,1,1,0,S,0,2,11,45,41-50,4,3
22018,0,76.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
14111,0,76.97,2,1,1,0,S,2,2,11,56,81+,4,3
20517,0,76.97,2,1,1,1,M,2,5,10,52,81+,4,3
13053,0,76.97,2,1,1,0,S,2,1,11,55,81+,4,3
13929,0,76.97,2,1,1,0,S,2,0,13,36,31-40,4,3
13030,0,76.97,2,1,0,0,M,3,3,11,61,61-70,4,3
12948,0,76.97,2,1,1,1,M,0,0,11,48,41-50,4,3
13372,0,76.97,2,1,1,1,S,1,1,13,45,41-50,4,3
18150,0,76.97,2,1,1,0,S,0,0,11,35,31-40,4,3
18151,0,76.97,2,1,1,1,M,2,3,10,63,61-70,4,3
13313,0,76.97,2,1,1,1,S,0,1,12,41,41-50,4,3
13874,0,76.97,2,1,1,0,M,1,0,10,46,41-50,4,3
27437,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18945,0,78.98,2,1,0,0,S,1,0,10,47,41-50,4,3
19528,0,78.98,2,1,0,0,S,0,1,11,36,31-40,4,3
19881,0,78.98,2,1,0,0,S,1,4,11,60,81+,4,3
18688,0,78.98,2,1,0,0,M,2,5,10,67,61-70,4,3
18575,0,78.98,2,1,1,1,M,2,5,11,69,61-70,4,3
17993,0,78.98,2,1,1,1,M,0,2,12,46,41-50,4,3
19731,0,78.98,2,1,1,0,S,2,2,13,59,81+,4,3
20071,0,78.98,2,1,0,1,M,2,4,11,62,61-70,4,3
19669,0,78.98,2,1,0,0,S,0,4,10,44,41-50,4,3
19713,0,78.98,2,1,0,1,M,0,1,10,43,41-50,4,3
20114,0,78.98,2,1,1,1,M,1,1,10,48,41-50,4,3
18678,0,78.98,2,1,0,0,S,2,0,10,40,31-40,4,3
20117,0,78.98,2,1,1,0,S,3,1,10,56,81+,4,3
20325,0,78.98,2,1,1,1,M,2,4,10,63,61-70,4,3
22169,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20112,0,78.98,2,1,1,1,M,1,1,10,47,41-50,4,3
26441,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18520,0,78.98,2,1,0,1,S,2,4,11,79,71-80,4,3
18659,0,78.98,2,1,1,1,S,1,3,10,40,31-40,4,3
26665,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
21242,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20014,0,78.98,2,1,0,1,S,1,0,12,35,31-40,4,3
27738,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18576,0,78.98,2,1,0,1,S,2,0,11,37,31-40,4,3
19711,0,78.98,2,1,0,0,S,1,0,12,48,41-50,4,3
20352,0,78.98,2,1,0,1,M,1,1,10,56,81+,4,3
28542,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28725,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
27347,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28302,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19876,0,78.98,2,1,0,1,S,0,4,11,56,81+,4,3
18835,0,78.98,2,1,1,1,M,2,2,11,65,61-70,4,3
19152,0,78.98,2,1,0,1,M,1,1,11,55,81+,4,3
18872,0,78.98,2,1,1,1,S,1,0,10,35,31-40,4,3
20342,0,78.98,2,1,1,0,S,1,0,12,42,41-50,4,3
27378,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20356,0,78.98,2,1,0,0,M,4,4,11,65,61-70,4,3
28021,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18890,0,78.98,2,1,0,1,M,4,2,11,68,61-70,4,3
19637,0,78.98,2,1,0,0,S,0,0,11,37,31-40,4,3
28743,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19019,0,78.98,2,1,0,1,M,2,3,11,61,61-70,4,3
18757,0,78.98,2,1,1,1,M,1,1,11,59,81+,4,3
19654,0,78.98,2,1,0,1,M,1,1,11,54,81+,4,3
26968,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
22002,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
26765,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
15111,0,78.98,2,1,0,0,M,0,0,11,48,41-50,4,3
19009,0,78.98,2,1,1,1,S,0,0,10,44,41-50,4,3
28608,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19887,0,78.98,2,1,0,1,M,0,1,10,42,41-50,4,3
28996,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28359,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
27441,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19759,0,78.98,2,1,0,0,S,2,0,11,37,31-40,4,3
19685,0,78.98,2,1,0,1,M,3,1,10,52,81+,4,3
28668,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19886,0,78.98,2,1,0,1,S,2,0,11,39,31-40,4,3
26147,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28992,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20286,0,78.98,2,1,1,1,S,0,0,13,36,31-40,4,3
18981,0,78.98,2,1,0,0,M,0,0,10,44,41-50,4,3
18966,0,78.98,2,1,1,1,S,4,4,10,50,41-50,4,3
19230,0,78.98,2,1,1,1,S,2,5,11,35,31-40,4,3
26141,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18773,0,78.98,2,1,1,1,S,2,0,11,42,41-50,4,3
18913,0,78.98,2,1,0,1,M,1,5,11,56,81+,4,3
19010,0,78.98,2,1,1,1,M,1,1,10,58,81+,4,3
20739,0,78.98,2,1,0,1,M,1,1,13,52,81+,4,3
28514,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
26766,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
14699,0,78.98,2,1,1,1,M,1,1,11,54,81+,4,3
20754,0,78.98,2,1,0,0,M,1,2,12,46,41-50,4,3
19684,0,78.98,2,1,0,1,M,2,2,11,63,61-70,4,3
19732,0,78.98,2,1,0,1,M,4,5,11,52,81+,4,3
19011,0,78.98,2,1,1,1,S,1,0,11,34,31-40,4,3
28101,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20270,0,78.98,2,1,0,1,M,0,0,12,44,41-50,4,3
18833,0,78.98,2,1,0,0,S,0,1,11,38,31-40,4,3
29197,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
26156,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20128,0,78.98,2,1,1,1,M,3,3,12,57,81+,4,3
18599,0,78.98,2,1,1,0,S,1,0,11,54,81+,4,3
27364,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20332,0,78.98,2,1,1,1,S,1,1,13,52,81+,4,3
20017,0,78.98,2,1,0,0,S,1,0,10,48,41-50,4,3
18952,0,78.98,2,1,0,1,M,4,5,11,47,41-50,4,3
19810,0,78.98,2,1,0,0,S,1,0,11,50,41-50,4,3
28810,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18689,0,78.98,2,1,0,1,S,0,2,12,44,41-50,4,3
27369,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19758,0,78.98,2,1,0,1,M,3,5,11,67,61-70,4,3
28498,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19756,0,78.98,2,1,0,1,S,4,0,11,44,41-50,4,3
19707,0,78.98,2,1,0,1,S,3,3,10,60,81+,4,3
21378,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
26149,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18585,0,78.98,2,1,0,1,M,3,4,12,64,61-70,4,3
19818,0,78.98,2,1,0,0,S,4,2,10,77,71-80,4,3
27384,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
26592,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18683,0,78.98,2,1,1,1,S,2,5,11,72,71-80,4,3
20353,0,78.98,2,1,1,1,S,1,0,11,47,41-50,4,3
18797,0,78.98,2,1,0,1,M,2,5,11,52,81+,4,3
19664,0,78.98,2,1,0,1,M,0,1,12,42,41-50,4,3
19239,0,78.98,2,1,0,1,S,0,4,10,55,81+,4,3
19649,0,78.98,2,1,0,1,M,0,0,11,48,41-50,4,3
20359,0,78.98,2,1,0,1,M,2,5,10,72,71-80,4,3
20355,0,78.98,2,1,1,1,S,3,5,10,47,41-50,4,3
20027,0,78.98,2,1,0,0,S,0,4,11,44,41-50,4,3
18889,0,78.98,2,1,1,0,S,2,1,11,71,71-80,4,3
12336,0,78.98,2,1,0,1,S,0,0,10,41,41-50,4,3
19720,0,78.98,2,1,0,1,S,0,1,10,54,81+,4,3
19136,0,78.98,2,1,0,1,M,0,5,11,56,81+,4,3
29104,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20364,0,78.98,2,1,1,1,S,2,5,11,76,71-80,4,3
18517,0,78.98,2,1,1,0,S,1,0,13,47,41-50,4,3
19741,0,78.98,2,1,0,0,S,0,3,10,50,41-50,4,3
18918,0,78.98,2,1,1,1,M,1,0,11,41,41-50,4,3
27519,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19219,0,78.98,2,1,1,0,M,0,1,10,57,81+,4,3
26145,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19397,0,78.98,2,1,1,0,S,0,2,10,48,41-50,4,3
19799,0,78.98,2,1,0,0,M,1,0,10,47,41-50,4,3
19155,0,78.98,2,1,0,0,S,2,3,11,60,81+,4,3
27358,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20743,0,78.98,2,1,0,0,S,2,3,12,60,81+,4,3
18825,0,78.98,2,1,0,1,M,1,1,11,59,81+,4,3
20020,0,78.98,2,1,0,1,M,1,1,12,41,41-50,4,3
21241,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
18820,0,78.98,2,1,0,1,M,4,2,11,49,41-50,4,3
19754,0,78.98,2,1,0,1,S,1,1,11,53,81+,4,3
29012,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19861,0,78.98,2,1,0,1,M,1,2,10,63,61-70,4,3
26756,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
14516,0,78.98,2,1,1,0,S,2,5,10,52,81+,4,3
26446,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
28986,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
20360,0,78.98,2,1,1,1,M,1,1,11,54,81+,4,3
18787,0,78.98,2,1,0,0,S,1,1,11,54,81+,4,3
18940,0,78.98,2,1,0,1,M,0,1,10,53,81+,4,3
18772,0,78.98,2,1,1,1,M,2,2,10,64,61-70,4,3
27520,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
19835,0,78.98,2,1,0,1,M,1,1,11,48,41-50,4,3
27148,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
22063,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
29323,0,78.98,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
11440,0,78.48,2,1,0,1,M,0,2,10,44,41-50,4,3
26367,0,78.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
11376,0,78.48,2,1,0,0,S,1,0,10,37,31-40,4,3
29421,0,78.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
23801,0,82.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
24812,0,82.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
24442,0,82.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
25183,0,82.59,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3
17253,0,83.98,2,1,1,0,M,4,2,10,69,61-70,4,3
17230,0,83.98,2,1,0,0,S,3,0,11,40,31-40,4,3
17231,0,83.98,2,1,1,0,M,2,2,10,61,61-70,4,3
17235,0,83.98,2,1,1,0,S,2,0,10,37,31-40,4,3
17054,0,83.98,2,1,1,1,M,2,4,11,72,71-80,4,3
19579,0,83.98,2,1,0,0,M,1,4,10,60,81+,4,3
17243,0,83.98,2,1,1,1,M,2,4,12,65,61-70,4,3
17058,0,83.98,2,1,1,0,S,2,0,10,34,31-40,4,3
12375,0,43.98,2,1,0,1,M,1,1,12,59,81+,3,3
20898,0,51.97,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
18535,0,51.97,2,1,1,1,S,0,3,11,45,41-50,3,3
18018,0,51.97,2,1,1,1,M,1,2,11,67,61-70,3,3
18081,0,51.97,2,1,1,1,M,3,3,11,49,41-50,3,3
18600,0,51.97,2,1,0,0,M,4,1,12,56,81+,3,3
21515,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25933,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26065,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
16462,0,49.48,2,1,0,1,M,0,1,10,53,81+,3,3
26008,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
17817,0,49.48,2,1,1,1,M,2,2,10,60,81+,3,3
19908,0,49.48,2,1,0,1,S,2,2,11,59,81+,3,3
26064,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
16304,0,49.48,2,1,0,1,M,1,2,11,46,41-50,3,3
26478,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26477,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
25894,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26244,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26501,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26345,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
26062,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
16194,0,49.48,2,1,0,1,S,1,0,11,47,41-50,3,3
26525,0,49.48,2,1,9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3
